eye_gaze,1566425746964,42290,4067389423,0.0382996,-0.2742,0.960892
eye_gaze,1566425746968,42291,4067397755,0.0382996,-0.2742,0.960892
eye_gaze,1566425746972,42291,4067397755,0.0445099,-0.283401,0.957962
eye_gaze,1566425746976,42292,4067406086,0.0337524,-0.271683,0.961792
eye_gaze,1566425746980,42292,4067406086,0.0337524,-0.271683,0.961792
eye_gaze,1566425746984,42293,4067414418,0.0354309,-0.275818,0.960541
eye_gaze,1566425746989,42293,4067414418,0.0354309,-0.275818,0.960541
eye_gaze,1566425746992,42293,4067414418,0.0370636,-0.277191,0.960083
eye_gaze,1566425746996,42294,4067422749,0.0370636,-0.277191,0.960083
eye_gaze,1566425747002,42294,4067422749,0.0370636,-0.277191,0.960083
eye_gaze,1566425747006,42295,4067431081,0.0361786,-0.275131,0.960724
eye_gaze,1566425747010,42296,4067439412,0.0372009,-0.273468,0.961151
eye_gaze,1566425747016,42296,4067439412,0.0372009,-0.273468,0.961151
eye_gaze,1566425747021,42297,4067447744,0.0363464,-0.273148,0.961273
eye_gaze,1566425747025,42298,4067456075,0.0355835,-0.272842,0.961395
eye_gaze,1566425747029,42298,4067456075,0.0355835,-0.272842,0.961395
eye_gaze,1566425747034,42298,4067456075,0.0355835,-0.272842,0.961395
eye_gaze,1566425747037,42299,4067464407,0.0357208,-0.272171,0.961578
eye_gaze,1566425747042,42299,4067464407,0.0357208,-0.272171,0.961578
eye_gaze,1566425747045,42300,4067472739,0.0361176,-0.272797,0.96138
eye_gaze,1566425747050,42300,4067472739,0.0361176,-0.272797,0.96138
eye_gaze,1566425747053,42301,4067481070,0.0366058,-0.272446,0.961456
eye_gaze,1566425747057,42301,4067481070,0.0366058,-0.272446,0.961456
eye_gaze,1566425747061,42302,4067489402,0.0370789,-0.272537,0.961426
eye_gaze,1566425747066,42303,4067497733,0.0370789,-0.272537,0.961426
eye_gaze,1566425747070,42303,4067497733,0.0376129,-0.27301,0.961273
eye_gaze,1566425747074,42304,4067506065,0.0376129,-0.27301,0.961273
eye_gaze,1566425747078,42304,4067506065,0.0379944,-0.272491,0.961395
eye_gaze,1566425747083,42304,4067506065,0.0379944,-0.272491,0.961395
eye_gaze,1566425747086,42305,4067514396,0.0382996,-0.272781,0.961304
eye_gaze,1566425747090,42305,4067514396,0.0382996,-0.272781,0.961304
eye_gaze,1566425747094,42306,4067522728,0.0388794,-0.273163,0.961166
eye_gaze,1566425747098,42306,4067522728,0.0388794,-0.273163,0.961166
eye_gaze,1566425747102,42307,4067531059,0.0396729,-0.272705,0.961273
eye_gaze,1566425747106,42307,4067531059,0.0396729,-0.272705,0.961273
eye_gaze,1566425747110,42308,4067539391,0.0376587,-0.272461,0.961426
eye_gaze,1566425747114,42308,4067539391,0.0376587,-0.272461,0.961426
eye_gaze,1566425747118,42309,4067547722,0.0376587,-0.272461,0.961426
eye_gaze,1566425747122,42309,4067547722,0.0360107,-0.27301,0.961319
eye_gaze,1566425747126,42309,4067547722,0.0360107,-0.27301,0.961319
eye_gaze,1566425747130,42310,4067556054,0.0366364,-0.271347,0.961777
eye_gaze,1566425747134,42310,4067556054,0.0366364,-0.271347,0.961777
