eye_gaze,1564498896279,57936,1560162919,-0.0400543,-0.111511,0.99295,-0.00967407,-0.10289,0.994644,-0.0274811,-0.107941,0.993774
eye_gaze,1564498896283,57936,1560162919,-0.0400543,-0.111511,0.99295,-0.00967407,-0.10289,0.994644,-0.0274811,-0.107941,0.993774
eye_gaze,1564498896287,57937,1560171250,-0.0407104,-0.111267,0.99295,-0.00917053,-0.103836,0.994537,-0.0250244,-0.10759,0.993866
eye_gaze,1564498896291,57937,1560171250,-0.0407104,-0.111267,0.99295,-0.00917053,-0.103836,0.994537,-0.0250244,-0.10759,0.993866
eye_gaze,1564498896295,57938,1560179582,-0.0411682,-0.111084,0.99295,-0.00865173,-0.104004,0.994537,-0.024292,-0.107422,0.993912
eye_gaze,1564498896299,57938,1560179582,-0.0411682,-0.111084,0.99295,-0.00865173,-0.104004,0.994537,-0.024292,-0.107422,0.993912
eye_gaze,1564498896303,57939,1560187914,-0.0409851,-0.111908,0.992859,-0.00813293,-0.104187,0.994522,-0.0250092,-0.10817,0.993805
eye_gaze,1564498896307,57939,1560187914,-0.0409851,-0.111908,0.992859,-0.00813293,-0.104187,0.994522,-0.0250092,-0.10817,0.993805
eye_gaze,1564498896311,57940,1560196245,-0.040802,-0.11264,0.992783,-0.00883484,-0.104767,0.994446,-0.024704,-0.108688,0.993759
eye_gaze,1564498896315,57940,1560196245,-0.040802,-0.11264,0.992783,-0.00883484,-0.104767,0.994446,-0.024704,-0.108688,0.993759
eye_gaze,1564498896320,57941,1560204577,-0.0405426,-0.113647,0.992691,-0.00953674,-0.105377,0.994385,-0.0258636,-0.109756,0.993607
eye_gaze,1564498896329,57941,1560204577,-0.0405426,-0.113647,0.992691,-0.00953674,-0.105377,0.994385,-0.0258636,-0.109756,0.993607
eye_gaze,1564498896333,57942,1560212908,-0.0402832,-0.1147,0.992569,-0.0102692,-0.105286,0.994385,-0.0261078,-0.11026,0.993546
eye_gaze,1564498896338,57943,1560221240,-0.0403442,-0.114563,0.992584,-0.0110016,-0.105225,0.994385,-0.0264893,-0.110168,0.993546
eye_gaze,1564498896342,57944,1560229571,-0.0403442,-0.114563,0.992584,-0.0110016,-0.105225,0.994385,-0.0264893,-0.110168,0.993546
eye_gaze,1564498896346,57944,1560229571,-0.0405731,-0.114273,0.992615,-0.0110168,-0.104828,0.994415,-0.0264435,-0.109772,0.993591
eye_gaze,1564498896350,57944,1560229571,-0.0405731,-0.114273,0.992615,-0.0110168,-0.104828,0.994415,-0.0264435,-0.109772,0.993591
eye_gaze,1564498896354,57945,1560237903,-0.0406036,-0.114273,0.992615,-0.0109406,-0.104889,0.994415,-0.0260315,-0.109665,0.993622
eye_gaze,1564498896357,57945,1560237903,-0.0406036,-0.114273,0.992615,-0.0109406,-0.104889,0.994415,-0.0260315,-0.109665,0.993622
eye_gaze,1564498896361,57946,1560246234,-0.039978,-0.115021,0.992554,-0.0120087,-0.104874,0.9944,-0.0262451,-0.110046,0.993576
eye_gaze,1564498896365,57946,1560246234,-0.039978,-0.115021,0.992554,-0.0120087,-0.104874,0.9944,-0.0262451,-0.110046,0.993576
eye_gaze,1564498896369,57947,1560254566,-0.0393524,-0.11525,0.992554,-0.0128174,-0.104889,0.994385,-0.026123,-0.110107,0.993561
eye_gaze,1564498896373,57947,1560254566,-0.0393524,-0.11525,0.992554,-0.0128174,-0.104889,0.994385,-0.026123,-0.110107,0.993561
eye_gaze,1564498896377,57948,1560262897,-0.0392151,-0.115829,0.992493,-0.0134583,-0.105591,0.994308,-0.0261383,-0.110641,0.993515
eye_gaze,1564498896381,57948,1560262897,-0.0392151,-0.115829,0.992493,-0.0134583,-0.105591,0.994308,-0.0261383,-0.110641,0.993515
eye_gaze,1564498896385,57949,1560271229,-0.0392151,-0.115829,0.992493,-0.0134583,-0.105591,0.994308,-0.0261383,-0.110641,0.993515
eye_gaze,1564498896389,57949,1560271229,-0.0393066,-0.115952,0.992462,-0.0141449,-0.107697,0.99408,-0.0266724,-0.111816,0.993362
eye_gaze,1564498896393,57949,1560271229,-0.0393066,-0.115952,0.992462,-0.0141449,-0.107697,0.99408,-0.0266724,-0.111816,0.993362
eye_gaze,1564498896397,57950,1560279560,-0.0394745,-0.115982,0.992462,-0.014328,-0.108032,0.994034,-0.0267944,-0.111984,0.993347
eye_gaze,1564498896401,57950,1560279560,-0.0394745,-0.115982,0.992462,-0.014328,-0.108032,0.994034,-0.0267944,-0.111984,0.993347
eye_gaze,1564498896404,57951,1560287892,-0.0388031,-0.115982,0.992493,-0.0142365,-0.107788,0.994064,-0.0265961,-0.111923,0.993347
eye_gaze,1564498896409,57952,1560296223,-0.0388031,-0.115982,0.992493,-0.0142365,-0.107788,0.994064,-0.0265961,-0.111923,0.993347
eye_gaze,1564498896412,57952,1560296223,-0.0390778,-0.115982,0.992477,-0.0142365,-0.107758,0.994064,-0.0267944,-0.111923,0.993347
eye_gaze,1564498896416,57952,1560296223,-0.0390778,-0.115982,0.992477,-0.0142365,-0.107758,0.994064,-0.0267944,-0.111923,0.993347
eye_gaze,1564498896420,57953,1560304555,-0.0395203,-0.115616,0.992493,-0.0142365,-0.107788,0.994064,-0.0273743,-0.111862,0.993332
eye_gaze,1564498896424,57953,1560304555,-0.0395203,-0.115616,0.992493,-0.0142365,-0.107788,0.994064,-0.0273743,-0.111862,0.993332
eye_gaze,1564498896428,57954,1560312886,-0.0386658,-0.11615,0.992477,-0.0141144,-0.10524,0.994339,-0.027298,-0.111099,0.993423
eye_gaze,1564498896432,57954,1560312886,-0.0386658,-0.11615,0.992477,-0.0141144,-0.10524,0.994339,-0.027298,-0.111099,0.993423
eye_gaze,1564498896438,57955,1560321218,-0.0395355,-0.116135,0.992432,-0.018158,-0.104889,0.994308,-0.0294189,-0.110809,0.993393
eye_gaze,1564498896441,57955,1560321218,-0.0395355,-0.116135,0.992432,-0.018158,-0.104889,0.994308,-0.0294189,-0.110809,0.993393
eye_gaze,1564498896445,57956,1560329549,-0.0396118,-0.11557,0.992493,-0.0178375,-0.107819,0.994003,-0.029068,-0.111816,0.993301
eye_gaze,1564498896449,57956,1560329549,-0.0396118,-0.11557,0.992493,-0.0178375,-0.107819,0.994003,-0.029068,-0.111816,0.993301
eye_gaze,1564498896454,57957,1560337881,-0.0393982,-0.11499,0.992569,-0.017868,-0.106216,0.994171,-0.0290833,-0.110794,0.993408
eye_gaze,1564498896458,57957,1560337881,-0.0393982,-0.11499,0.992569,-0.017868,-0.106216,0.994171,-0.0290833,-0.110794,0.993408
eye_gaze,1564498896462,57958,1560346213,-0.0390625,-0.116333,0.992432,-0.0177002,-0.106735,0.994125,-0.0289154,-0.111771,0.993301
eye_gaze,1564498896465,57958,1560346213,-0.0390625,-0.116333,0.992432,-0.0177002,-0.106735,0.994125,-0.0289154,-0.111771,0.993301
eye_gaze,1564498896469,57959,1560354544,-0.0395966,-0.11615,0.992432,-0.0158234,-0.106506,0.994171,-0.0278778,-0.111404,0.993378
eye_gaze,1564498896473,57959,1560354544,-0.0395966,-0.11615,0.992432,-0.0158234,-0.106506,0.994171,-0.0278778,-0.111404,0.993378
eye_gaze,1564498896477,57960,1560362876,-0.0391388,-0.115723,0.992508,-0.0137634,-0.105621,0.994308,-0.026413,-0.110672,0.9935
eye_gaze,1564498896482,57960,1560362876,-0.0391388,-0.115723,0.992508,-0.0137634,-0.105621,0.994308,-0.026413,-0.110672,0.9935
eye_gaze,1564498896485,57961,1560371207,-0.0377655,-0.116531,0.992462,-0.0143127,-0.104263,0.994431,-0.0258484,-0.110306,0.993546
eye_gaze,1564498896490,57961,1560371207,-0.0377655,-0.116531,0.992462,-0.0143127,-0.104263,0.994431,-0.0258484,-0.110306,0.993546
eye_gaze,1564498896493,57961,1560371207,-0.0379944,-0.117294,0.992355,-0.0142517,-0.10289,0.994583,-0.0260315,-0.110046,0.993576
eye_gaze,1564498896497,57962,1560379539,-0.0379944,-0.117294,0.992355,-0.0142517,-0.10289,0.994583,-0.0260315,-0.110046,0.993576
eye_gaze,1564498896501,57963,1560387870,-0.0381317,-0.11763,0.99231,-0.0141296,-0.103226,0.994553,-0.0258026,-0.110245,0.993561
eye_gaze,1564498896505,57963,1560387870,-0.0381317,-0.11763,0.99231,-0.0141296,-0.103226,0.994553,-0.0258026,-0.110245,0.993561
eye_gaze,1564498896509,57964,1560396202,-0.039505,-0.118088,0.992203,-0.0140381,-0.102783,0.994598,-0.0262299,-0.110123,0.993561
eye_gaze,1564498896513,57964,1560396202,-0.039505,-0.118088,0.992203,-0.0140381,-0.102783,0.994598,-0.0262299,-0.110123,0.993561
eye_gaze,1564498896517,57964,1560396202,-0.039505,-0.118088,0.992203,-0.0140381,-0.102783,0.994598,-0.0262299,-0.110123,0.993561
eye_gaze,1564498896521,57965,1560404533,-0.0494385,-0.111557,0.992523,-0.0137787,-0.102631,0.994614,-0.0309143,-0.106934,0.993774
eye_gaze,1564498896525,57965,1560404533,-0.0494385,-0.111557,0.992523,-0.0137787,-0.102631,0.994614,-0.0309143,-0.106934,0.993774
eye_gaze,1564498896529,57966,1560412865,-0.0489349,-0.111801,0.992523,-0.0138092,-0.102203,0.994659,-0.0310974,-0.106949,0.993774
eye_gaze,1564498896533,57967,1560421196,-0.0489349,-0.111801,0.992523,-0.0138092,-0.102203,0.994659,-0.0310974,-0.106949,0.993774
eye_gaze,1564498896537,57967,1560421196,-0.0488129,-0.111938,0.992508,-0.0138397,-0.10144,0.994736,-0.0307159,-0.106522,0.99382
eye_gaze,1564498896541,57967,1560421196,-0.0488129,-0.111938,0.992508,-0.0138397,-0.10144,0.994736,-0.0307159,-0.106522,0.99382
eye_gaze,1564498896545,57968,1560429528,-0.0488129,-0.112854,0.992401,-0.0144501,-0.101929,0.994675,-0.0307007,-0.107117,0.993759
