eye_gaze,1567108349381,9516,2122220073,-0.0231018,-0.0449524,0.998718,0.0115814,-0.00378418,0.999924,-0.0154877,-0.0359192,0.999222,0
eye_gaze,1567108349881,9576,2122719965,0.298935,-0.030838,0.953766,0.322556,-0.00778198,0.946503,0.301071,-0.0287781,0.953156,500
eye_gaze,1567108349886,9577,2122728296,0.295761,-0.0305328,0.954758,0.312363,-0.0118408,0.949875,0.298508,-0.0274506,0.953995,505
eye_gaze,1567108349890,9577,2122728296,0.295761,-0.0305328,0.954758,0.312363,-0.0118408,0.949875,0.298508,-0.0274506,0.953995,509
eye_gaze,1567108349894,9578,2122736628,0.296677,-0.026535,0.954605,0.309311,-0.0105743,0.950897,0.299896,-0.0224915,0.953705,513
eye_gaze,1567108349898,9578,2122736628,0.296677,-0.026535,0.954605,0.309311,-0.0105743,0.950897,0.299896,-0.0224915,0.953705,517
eye_gaze,1567108349902,9579,2122744959,0.2995,-0.0243835,0.953781,0.317841,-0.0133362,0.948044,0.31189,-0.0169373,0.949966,521
eye_gaze,1567108349906,9579,2122744959,0.2995,-0.0243835,0.953781,0.317841,-0.0133362,0.948044,0.31189,-0.0169373,0.949966,525
eye_gaze,1567108349910,9580,2122753291,0.296341,-0.0242004,0.954773,0.31459,-0.00569153,0.949203,0.306549,-0.0138702,0.951752,529
eye_gaze,1567108349914,9580,2122753291,0.296341,-0.0242004,0.954773,0.31459,-0.00569153,0.949203,0.306549,-0.0138702,0.951752,533
eye_gaze,1567108349918,9581,2122761622,0.295502,-0.0234222,0.955048,0.311691,-0.00114441,0.95018,0.303238,-0.0128174,0.95282,537
eye_gaze,1567108349922,9581,2122761622,0.295502,-0.0234222,0.955048,0.311691,-0.00114441,0.95018,0.303238,-0.0128174,0.95282,541
eye_gaze,1567108349926,9581,2122761622,0.295502,-0.0234222,0.955048,0.311691,-0.00114441,0.95018,0.303238,-0.0128174,0.95282,545
eye_gaze,1567108349930,9582,2122769954,0.294952,-0.0248413,0.955185,0.312012,-0.00436401,0.950058,0.303131,-0.0150604,0.95282,549
eye_gaze,1567108349934,9582,2122769954,0.294952,-0.0248413,0.955185,0.312012,-0.00436401,0.950058,0.303131,-0.0150604,0.95282,553
eye_gaze,1567108349938,9583,2122778285,0.294434,-0.0240479,0.955353,0.311478,-0.00747681,0.950211,0.302551,-0.0161743,0.952988,557
eye_gaze,1567108349941,9583,2122778285,0.294434,-0.0240479,0.955353,0.311478,-0.00747681,0.950211,0.302551,-0.0161743,0.952988,560
eye_gaze,1567108349946,9584,2122786617,0.293915,-0.0245819,0.955505,0.311813,-0.00428772,0.950119,0.302261,-0.015152,0.953094,565
eye_gaze,1567108349950,9584,2122786617,0.293915,-0.0245819,0.955505,0.311813,-0.00428772,0.950119,0.302261,-0.015152,0.953094,569
eye_gaze,1567108349953,9585,2122794948,0.293274,-0.0238037,0.955719,0.312241,-0.00630188,0.949966,0.302307,-0.0155029,0.953079,572
eye_gaze,1567108349957,9585,2122794948,0.293274,-0.0238037,0.955719,0.312241,-0.00630188,0.949966,0.302307,-0.0155029,0.953079,576
eye_gaze,1567108349962,9586,2122803280,0.292664,-0.0231018,0.955933,0.313629,-0.0032196,0.949524,0.302521,-0.0137787,0.953033,581
eye_gaze,1567108349965,9586,2122803280,0.292664,-0.0231018,0.955933,0.313629,-0.0032196,0.949524,0.302521,-0.0137787,0.953033,584
eye_gaze,1567108349970,9587,2122811611,0.292023,-0.0225983,0.956131,0.314545,-0.000991821,0.949234,0.302536,-0.0125427,0.953049,589
eye_gaze,1567108349973,9587,2122811611,0.292023,-0.0225983,0.956131,0.314545,-0.000991821,0.949234,0.302536,-0.0125427,0.953049,592
eye_gaze,1567108349977,9588,2122819943,0.291397,-0.0220947,0.956345,0.313995,-0.00372314,0.949402,0.301865,-0.0136108,0.953247,596
eye_gaze,1567108349982,9588,2122819943,0.291397,-0.0220947,0.956345,0.313995,-0.00372314,0.949402,0.301865,-0.0136108,0.953247,601
eye_gaze,1567108349984,9589,2122828274,0.291138,-0.0217743,0.956421,0.313858,-0.00115967,0.949463,0.302078,-0.0118866,0.953201,603
eye_gaze,1567108349988,9589,2122828274,0.291138,-0.0217743,0.956421,0.313858,-0.00115967,0.949463,0.302078,-0.0118866,0.953201,607
