max error,34.058772731852805
min error,1.0
average error,14.502948541359276
median error,13.601470508735444
stdev error,5.673895673146353
Histogram Bins,Histogram Freq
1.0,6
4.30587727319,15
7.61175454637,21
10.9176318196,67
14.2235090927,38
17.5293863659,21
20.8352636391,19
24.1411409123,9
27.4470181855,2
30.7528954587,1
